star_name,star_constellation,star_other_name
HD 61227,Puppis,"HR 2933, HIP 37089, TYC 6539-3804-1, Gaia EDR3- 5615350748017761920"
HD 186518,Vulpecula,"PS Vul, HR 7508, HIP 97091, TYC 2147-3303-1"
HD 28736,Taurus,"HR 1436, HIP 21152, TYC 90-33-1, Gaia EDR3- 3285426613077584384"
HD 105089,Virgo,"HR 4613, HIP 59010, TYC 4942-609-1, Gaia EDR3- 3601220336987586304"
HD 40722,Auriga,"HR 2115, HIP 28642, TYC 2937-2378-1, Gaia EDR3- 961318997741142272"
HD 180134,Telescopium,"HR 7297, HIP 94858, TYC 8760-2151-1, Gaia EDR3- 6644606950022464640"
HD 73665,Cancer,"39-Cnc, HR 3427, NSV 4179, HIP 42516, TYC 1398-27-1, Gaia EDR3- 661324431287688448"
HD 65757,Cancer,"HR 3127, HIP 39194, TYC 1926-770-1"
HD 225200,Sculptor,"HR 9102, HIP 345, TYC 6418-1220-1, Gaia EDR3- 2320998853585525632"
HD 215682,Tucana,"HR 8669, HIP 112603, TYC 9118-775-1, Gaia EDR3- 6394942734487293440"
HD 32715,Camelopardalis,"HR 1647, HIP 24017, TYC 4088-524-1, Gaia EDR3- 479290007748013440"
HD 56820,Camelopardalis,"47-Cam, HR 2772, HIP 35735, TYC 3793-1996-1, Gaia EDR3- 1086605152268620160"
HD 49059,Gemini,"HR 2499, HIP 32539, TYC 1334-998-1"
HD 161023,Serpens Cauda,"HR 6600, HIP 86769, TYC 5672-443-1, Gaia EDR3- 4149484732124680832"
HD 147662,Draco,"HR 6101, HIP 79867, TYC 4419-2887-1, Gaia EDR3- 1643712403978788736"
HD 7925,Cassiopeia,"HR 381, HIP 6378, TYC 4494-2304-1, Gaia EDR3- 560082328315165696"
HD 25700,Eridanus,"HR 1263, HIP 18990, TYC 5882-732-1, Gaia EDR3- 5097219980909124864"
HD 77907,Vela,"HR 3611, HIP 44423, TYC 8582-89-1, Gaia EDR3- 5323302279070139776"
HD 94180,Leo,"HR 4244, HIP 53141, TYC 255-1196-1, Gaia EDR3- 3807930275355981696"
HD 38458,Pictor,"HR 1984, NSV 2613, HIP 27001, TYC 8087-1674-1, Gaia EDR3- 4802046979101787392"
HD 72688,Pyxis,"VX Pyx, HR 3385, HIP 41939, TYC 7143-1288-1, Gaia EDR3- 5542781262598356608"
HD 207552,Capricornus,"HR 8340, HIP 107797, TYC 6363-1045-1, Gaia EDR3- 6837454108346573056"
HD 18928,Aries,"HR 916, HIP 14232, TYC 1794-1818-1"
HD 152249,Scorpius,"HR 6263, NSV 8023, TYC 7876-2229-1, Gaia EDR3- 5966509748041919616"
HD 7351,Pisces,"HR 363, NSV 444, HIP 5772, TYC 1753-2053-1"
HD 65123,Canis Minor,"HR 3098, HIP 38870, TYC 181-2890-1"
HD 177109,Lyra,"HR 7212, HIP 93437, TYC 2643-3344-1"
HD 160342,Ara,"V626 Ara, HR 6576, HIP 86628, TYC 8351-1868-1, Gaia EDR3- 5946524474946813184"
HD 118156,Canes Venatici,"HR 5108, HIP 66223, TYC 3026-391-1, Gaia EDR3- 1475835841914428032"
HD 89993,Leo Minor,"HR 4078, HIP 50904, TYC 1975-87-1, Gaia EDR3- 741530093679746816"
HD 4928,Pisces,"HR 243, HIP 3992, TYC 15-1194-1, Gaia EDR3- 2550145254432544512"
HD 171416,Sagittarius,"HR 6972, HIP 91172, TYC 6870-131-1, Gaia EDR3- 4047453660849395200"
HD 102910,Leo,"HR 4543, HIP 57779, TYC 867-1011-1, Gaia EDR3- 3919663987000375552"
HD 75654,Vela,"HZ Vel, HR 3517, HIP 43354, TYC 7675-2590-1, Gaia EDR3- 5525892587887744640"
HD 93244,Leo,"37-Sex, HR 4207, HIP 52660, TYC 260-343-1, Gaia EDR3- 3865240291729568512"
HD 43162,Canis Major,"HR 2225, HIP 29568, TYC 6505-2273-1, Gaia EDR3- 2913411183149615744"
HD 186901,Cygnus,"HR 7529, HIP 97228, TYC 2668-996-1, Gaia EDR3- 2047894802517982592"
HD 184398,Cygnus,"V1817 Cyg, HR 7428, HIP 96003, TYC 3925-1944-1, Gaia EDR3- 2141655450397401472"
HD 210071,Cepheus,"HR 8434, HIP 109124, TYC 3977-1816-1, Gaia EDR3- 2198028408002278272"
HD 209693,Pegasus,"HR 8412, HIP 108969, TYC 2724-2356-1, Gaia EDR3- 1899641464972915200"
HD 214279,Lacerta,"HR 8607, HIP 111543, TYC 3987-1093-1, Gaia EDR3- 2006596802173068160"
HD 21997,Fornax,"HR 1082, HIP 16449, TYC 6449-1320-1, Gaia EDR3- 5084963312478488960"
HD 183611,Draco,"HR 7413, HIP 95576, TYC 4234-1983-1, Gaia EDR3- 2240439285887569152"
HD 211432,Pegasus,"HR 8503, HIP 109977, TYC 2213-2314-1, Gaia EDR3- 1892350672085510912"
HD 100470,Ursa Major,"HR 4452, HIP 56410, TYC 2525-2443-1, Gaia EDR3- 765917673900443136"
HD 44700,Monoceros,"HR 2292, HIP 30382, TYC 141-2388-1, Gaia EDR3- 3125366341739453056"
HD 13818,Andromeda,"HR 653, HIP 10562, TYC 3298-993-1, Gaia EDR3- 354780520743373440"
HD 184663,Aquila,"HR 7438, HIP 96351, TYC 482-3593-1, Gaia EDR3- 4288446406092128640"
HD 9996,Andromeda,"GY And, HR 465, HIP 7651, TYC 3278-2505-1, Gaia EDR3- 350556609386670592"
HD 61453,Puppis,"HR 2945, HIP 37128, TYC 7644-938-1, Gaia EDR3- 5585494334393729024"
HD 27941,Eridanus,"HR 1386, HIP 20467, TYC 7043-983-1, Gaia EDR3- 4869299020131460480"
HD 114912,Musca,"HR 4994, HIP 64682, TYC 9246-906-1, Gaia EDR3- 5843976255245788032"
HD 172365,Serpens Cauda,"HR 7008, HIP 91499, TYC 455-2910-1, Gaia EDR3- 4283938992538977280"
HD 214979,Pegasus,"HR 8638, HIP 112032, TYC 2736-1821-1, Gaia EDR3- 1888810038486445312"
HD 80590,Pyxis,"HR 3710, HIP 45754, TYC 7161-2426-1"
HD 158067,Hercules,"HR 6499, HIP 85313, TYC 2082-2132-1, Gaia EDR3- 4571126619325220096"
HD 19279,Perseus,"HR 933, HIP 14544, TYC 3314-1278-1, Gaia EDR3- 435767008194037248"
HD 58552,Canis Minor,"HR 2836, HIP 36123, TYC 768-1305-1, Gaia EDR3- 3161834359292045824"
HD 84224,Antlia,"HR 3867, HIP 47627, TYC 7175-2473-1, Gaia EDR3- 5436657053110735872"
HD 11262,Fornax,"HR 535, HIP 8514, TYC 7543-1262-1"
HD 68776,Cancer,"HR 3231, HIP 40354, TYC 802-1776-1, Gaia EDR3- 650338729577694720"
HD 7724,Pisces,"HR 374, HIP 6025, TYC 2291-1639-1, Gaia EDR3- 310631074437485056"
HD 61035,Gemini,"HR 2926, HIP 37165, TYC 1911-681-1, Gaia EDR3- 868237126470925696"
HD 188164,Pavo,"HR 7588, HIP 98346, TYC 9306-2005-1, Gaia EDR3- 6423735473686817664"
HD 162678,Scorpius,HR 6660
HD 203639,Capricornus,"HR 8184, HIP 105662, TYC 6938-510-1"
HD 110311,Musca,"R Mus, R-Mus, HR 4820, HIP 61981, TYC 9232-1619-1, Gaia EDR3- 5855468247702904704"
HD 76512,Pyxis,"HR 3559, HIP 43853, TYC 6585-1978-1, Gaia EDR3- 5653067673330722816"
HD 36058,Orion,"HR 1826, HIP 25667, TYC 4757-1590-1, Gaia EDR3- 3210770254588584448"
HD 12135,Fornax,"HR 576, HIP 9207, TYC 7006-1948-1"
HD 160835,Hercules,"HR 6592, HIP 86537, TYC 2080-3224-1, Gaia EDR3- 4581621212996277248"
HD 164780,Draco,"HR 6735, HIP 87670, TYC 4569-1447-1, Gaia EDR3- 1655815656179114496"
HD 39312,Pictor,"HR 2032, HIP 27512, TYC 7609-1640-1, Gaia EDR3- 4801768974458903040"
HD 158170,Ophiuchus,"HR 6504, HIP 85474, TYC 5658-587-1, Gaia EDR3- 4167759955359819520"
HD 72673,Pyxis,"HR 3384, HIP 41926, TYC 7135-2774-1, Gaia EDR3- 5640565607657897728"
HD 46031,Gemini,"19-Gem, HR 2371, HIP 31105, TYC 1328-708-1, Gaia EDR3- 3357266503816960256"
HD 165645,Hercules,"HR 6767, HIP 88565, TYC 3110-1891-1"
HD 217131,Pisces,"HR 8735, HIP 113433, TYC 5235-1467-1, Gaia EDR3- 2649234479277266048"
HD 202259,Aquarius,"HR 8121, NSV 13614, HIP 104872, TYC 527-11-1, Gaia EDR3- 2689554326582610176"
HD 157257,Hercules,"HR 6463, HIP 84938, TYC 1537-4-1, Gaia EDR3- 4547068480275289216"
HD 62758,Carina,"HR 3006, HIP 37530, TYC 8564-1008-1, Gaia EDR3- 5295126267115239680"
HD 124713,Bootes,"HR 5333, HIP 69592, TYC 1475-421-1, Gaia EDR3- 1252560901879241344"
HD 45184,Canis Major,"HR 2318, HIP 30503, TYC 6518-2342-1, Gaia EDR3- 2898239468873596800"
HD 154619,Ophiuchus,"HR 6359, HIP 83688, TYC 980-2509-1, Gaia EDR3- 4444650518335779840"
HD 20319,Eridanus,"HR 983, NSV 1090, HIP 15203, TYC 4714-1219-1, Gaia EDR3- 5181583893199538048"
HD 220957,Aquarius,"HR 8917, HIP 115839, TYC 5825-1276-1, Gaia EDR3- 2436496021732959232"
HD 36041,Auriga,"HR 1825, HIP 25810, TYC 2914-1576-1, Gaia EDR3- 190828081319138304"
HD 124553,Virgo,"HR 5322, HIP 69564, TYC 4982-671-1, Gaia EDR3- 3640929611741605632"
HD 69002,Puppis,"HR 3238, HIP 40291, TYC 7125-4501-1, Gaia EDR3- 5546683910405914624"
HD 203843,Aquarius,"20-Aqr, HR 8192, HIP 105729, TYC 5199-1458-1, Gaia EDR3- 2684398063724433024"
HD 26491,Reticulum,"HR 1294, HIP 19233, TYC 8871-453-1"
HD 19826,Eridanus,"HR 953, HIP 14757, TYC 6439-488-1"
HD 63112,Puppis,"HR 3019, HIP 37951, TYC 5418-738-1, Gaia EDR3- 3036587031269996672"
HD 176123,Sagittarius,"HR 7164, HIP 93234, TYC 6286-180-1, Gaia EDR3- 4086607853993022208"
HD 96568,Carina,"HR 4326, HIP 54289, TYC 8966-722-1, Gaia EDR3- 5240361723275003776"
HD 109312,Centaurus,"HR 4782, HIP 61328, TYC 8240-2725-1, Gaia EDR3- 6127363626255542400"
HD 190390,Aquila,"V1401 Aql, HR 7671, HIP 98910, TYC 5747-2219-1, Gaia EDR3- 4190636669164572928"
HD 125111,Bootes,"HR 5347, HIP 69735, TYC 3035-734-1, Gaia EDR3- 1485694750364098304"
HD 196385,Capricornus,"HR 7877, HIP 101808, TYC 6912-1922-1, Gaia EDR3- 6800404105546751744"
HD 107213,Coma Berenices,"9-Com, HR 4688, HIP 60098, TYC 1991-1896-1, Gaia EDR3- 4010179460691154816"
HD 101917,Chamaeleon,"HR 4509, HIP 57137, TYC 9419-23-1, Gaia EDR3- 5199668694816685952"
HD 128617,Lupus,"HR 5458, HIP 71658, TYC 8287-641-1, Gaia EDR3- 5905424554185095936"
HD 37646,Auriga,"HR 1945, HIP 26781, TYC 1873-934-1, Gaia EDR3- 3444230245708929920"
HD 13013,Andromeda,"HR 619, HIP 9983, TYC 2841-883-1, Gaia EDR3- 352472336599506432"
HD 52140,Canis Major,"HR 2621, HIP 33591, TYC 7089-2713-1, Gaia EDR3- 5607249477616219648"
HD 75387,Vela,"HR 3501, HIP 43209, TYC 7683-59-1, Gaia EDR3- 5524197454496891904"
HD 97393,Hydra,"HR 4346, NSV 5129, HIP 54725, TYC 7205-168-1, Gaia EDR3- 5403454619447879424"
HD 110678,Ursa Major,"HR 4840, HIP 62046, TYC 4162-1198-1, Gaia EDR3- 1580115929873555200"
HD 204228,Indus,"HR 8211, HIP 106065, TYC 8806-1129-1, Gaia EDR3- 6464950117296902784"
HD 162725,Scorpius,"V951 Sco, HR 6663, HIP 87624, TYC 7386-635-1, Gaia EDR3- 4040824258597614976"
HD 151627,Hercules,"HR 6239, HIP 82241, TYC 974-1773-1"
HD 19080,Aries,"HR 924, HIP 14318, TYC 1225-1995-1, Gaia EDR3- 33982335297474560"
HD 21794,Camelopardalis,"HR 1071, HIP 16602, TYC 3724-1137-1, Gaia EDR3- 449812375885626496"
HD 72462,Hydra,"HR 3374, HIP 41893, TYC 6011-2255-1"
HD 21423,Fornax,"χ¹-For, HR 1042, NSV 1142, HIP 15987, TYC 7027-1218-1, Gaia EDR3- 4860808694421129600"
HD 83373,Hydra,"34-Hya, HR 3832, HIP 47249, TYC 5465-310-1, Gaia EDR3- 5740749121439641856"
HD 25152,Perseus,"HR 1234, HIP 18769, TYC 2369-193-1, Gaia EDR3- 219547565555375488"
HD 127152,Centaurus,"HR 5417, HIP 70966, TYC 7810-1553-1, Gaia EDR3- 6103462236327605760"
HD 94650,Carina,"HR 4262, HIP 53272, TYC 9216-2218-1, Gaia EDR3- 5231171970702032640"
HD 117287,Hydra,"R Hya, R-Hya, HR 5080, HIP 65835, TYC 6713-24-1"
HD 223778,Cepheus,"HR 9038, HIP 117712, TYC 4602-552-1"
HD 110066,Canes Venatici,"AX CVn, HR 4816, HIP 61748, TYC 2533-1452-1, Gaia EDR3- 1518706075158403968"
HD 105778,Coma Berenices,"3-Com, HR 4632, HIP 59352, TYC 1442-1900-1"
HD 163075,Hercules,"HR 6674, HIP 87434, TYC 3511-1256-1, Gaia EDR3- 1350855420336951296"
HD 221394,Pegasus,"HR 8933, HIP 116119, TYC 2256-2401-1, Gaia EDR3- 2865971035979516928"
HD 141832,Lupus,"HR 5893, NSV 7301, HIP 77729, TYC 6790-1302-1, Gaia EDR3- 6040691564179511040"
HD 107833,Centaurus,"HR 4713, HIP 60454, TYC 7757-457-1, Gaia EDR3- 6150153684793005056"
HD 63513,Volans,"HR 3036, HIP 37773, TYC 8923-2096-1, Gaia EDR3- 5275275134431594112"
HD 211575,Aquarius,"HR 8507, HIP 110091, TYC 5225-824-1, Gaia EDR3- 2677942384281073408"
HD 17240,Perseus,"HR 820, HIP 12990, TYC 2333-738-1, Gaia EDR3- 140919702344897024"
HD 154610,Ophiuchus,"HR 6358, HIP 83677, TYC 980-2510-1, Gaia EDR3- 4443755893828031872"
HD 205342,Capricornus,"HR 8247, HIP 106590, TYC 6939-1039-1, Gaia EDR3- 6815852931108850816"
HD 1835,Cetus,"BE Cet, 9-Cet, HR 88, HIP 1803, TYC 5265-757-1, Gaia EDR3- 2423493369021649920"
HD 51688,Gemini,"40-Gem, HR 2605, HIP 33650, TYC 1899-450-1"
HD 97428,Crater,"HR 4348, HIP 54749, TYC 6090-523-1, Gaia EDR3- 3538963102407212160"
HD 203010,Indus,"HR 8152, NSV 13662, HIP 105425, TYC 8430-869-1, Gaia EDR3- 6466962738971344256"
HD 213464,Aquarius,"58-Aqr, HR 8583, HIP 111200, TYC 5814-1594-1"
HD 214558,Lacerta,"HR 8617, HIP 111753, TYC 3620-2283-1"
HD 154126,Hercules,"HR 6336, HIP 83365, TYC 2594-1788-1"
HD 194069,Cygnus,"HR 7795, HIP 100434, TYC 3156-2219-1, Gaia EDR3- 2068341355087748992"
HD 43335,Orion,"HR 2235, HIP 29798, TYC 1319-2343-1, Gaia EDR3- 3370258917324876288"
HD 140484,Triangulum Australe,HR 5852
HD 3166,Pisces,"HR 141, HIP 2734, TYC 609-1731-1, Gaia EDR3- 2778963107459660416"
HD 139461,Libra,"HR 5816, HIP 76603, TYC 5596-1231-1, Gaia EDR3- 6317407201723597440"
HD 208947,Cepheus,"HR 8384, HIP 108364, TYC 4274-2377-1, Gaia EDR3- 2219270491601601152"
HD 2410,Pisces,"46-Psc, HIP 2213, TYC 1183-1804-1, Gaia EDR3- 2796032029048373376"
HD 166103,Serpens Cauda,"HR 6785, HIP 88981, TYC 5688-938-1, Gaia EDR3- 4147330582642537344"
HD 198513,Cygnus,"HR 7978, HIP 102712, TYC 3586-2802-1, Gaia EDR3- 2182038622709013120"
HD 127986,Bootes,"CP Boo, HR 5441, HIP 71168, TYC 2559-1172-1, Gaia EDR3- 1486541820993738752"
HD 16955,Aries,"HR 803, HIP 12744, TYC 1772-41-1, Gaia EDR3- 114259087990997248"
HD 221409,Pisces,"13-Psc, HR 8934, HIP 116146, TYC 5251-78-1"
HD 166620,Hercules,"HR 6806, NSV 10316, HIP 88972, TYC 3102-1975-1, Gaia EDR3- 4610177733290768896"
HD 220130,Cassiopeia,"HR 8886, HIP 115245, TYC 4283-71-1, Gaia EDR3- 2015008169195620096"
HD 57682,Monoceros,"HR 2806, HIP 35707, TYC 5395-4693-1, Gaia EDR3- 3047763601330845312"
HD 165497,Pavo,"HR 6760, HIP 89006, TYC 8755-2817-1, Gaia EDR3- 6647531238638452992"
HD 185622,Sagitta,"HR 7475, HIP 96688, TYC 1602-1582-1, Gaia EDR3- 4321917051899730432"
HD 17926,Fornax,"HR 858, HIP 13363, TYC 7012-833-1, Gaia EDR3- 5064574724769475968"
HD 127724,Centaurus,"HR 5432, HIP 71333, TYC 9007-5832-1, Gaia EDR3- 5878757690678047232"
HD 182422,Vulpecula,"HR 7364, HIP 95340, TYC 1608-1199-1, Gaia EDR3- 4515955153104002560"
HD 210111,Piscis Austrinus,"HR 8437, HIP 109306, TYC 7492-1261-1, Gaia EDR3- 6611824083124944384"
HD 39182,Auriga,"HR 2025, HIP 27777, TYC 2916-1681-1, Gaia EDR3- 3458162020106445184"
HD 80064,Cancer,"HR 3689, HIP 45614, TYC 822-44-1, Gaia EDR3- 593409419103394944"
HD 28271,Taurus,"HR 1406, HIP 20904, TYC 2372-2101-1, Gaia EDR3- 171160120399846400"
HD 62712,Puppis,"HR 3001, HIP 37666, TYC 7645-583-1, Gaia EDR3- 5538719460482758400"
HD 28246,Caelum,"HR 1404, HIP 20630, TYC 7584-203-1, Gaia EDR3- 4839165048546715648"
HD 9712,Andromeda,"HR 452, HIP 7444, TYC 2818-2188-1, Gaia EDR3- 347962277340057856"
HD 161369,Hercules,"HR 6612, HIP 86713, TYC 3100-2308-1, Gaia EDR3- 1349328645362855040"
HD 68862,Puppis,"HR 3233, HIP 40220, TYC 7660-3787-1, Gaia EDR3- 5541209476365167616"
HD 176582,Lyra,"HR 7185, HIP 93210, TYC 3119-2447-1, Gaia EDR3- 2100218568000743680"
HD 32612,Lepus,"HR 1640, HIP 23551, TYC 5329-2019-1, Gaia EDR3- 2987577193811407744"
HD 169221,Draco,"HR 6886, HIP 89943, TYC 3533-2576-1, Gaia EDR3- 2123679844031370368"
HD 10863,Fornax,"HR 517, HIP 8233, TYC 6431-397-1, Gaia EDR3- 5025218255804948864"
HD 109996,Coma Berenices,"HR 4812, HIP 61719, TYC 1990-3783-1, Gaia EDR3- 3955790468755645440"
HD 128402,Bootes,"HR 5454, HIP 71406, TYC 2015-1299-1, Gaia EDR3- 1242755457182619776"
HD 75469,Cancer,"HR 3504, HIP 43427, TYC 1396-1135-1, Gaia EDR3- 660248627877592320"
HD 47156,Monoceros,"HR 2426, HIP 31662, TYC 737-643-1, Gaia EDR3- 3327794953625803776"
HD 77093,Lynx,"HR 3586, HIP 44331, TYC 2983-1455-1"
HD 16399,Cetus,"HR 770, HIP 12272, TYC 639-1074-1, Gaia EDR3- 19757227518759424"
HD 5357,Cassiopeia,"HR 261, HIP 4446, TYC 4296-961-1"
HD 92740,Carina,"HR 4188, NSV 4939, HIP 52308, TYC 8626-2024-1, Gaia EDR3- 5350370026290390912"
HD 218103,Pisces,"HR 8785, HIP 114005, TYC 576-529-1, Gaia EDR3- 2652296550441238400"
HD 138525,Corona Borealis,"HR 5769, HIP 76006, TYC 2570-1520-1, Gaia EDR3- 1375571342217505408"
HD 196885,Delphinus,"HR 7907, HIP 101966, TYC 1092-1778-1, Gaia EDR3- 1754430373040023168"
HD 208500,Octans,"HR 8370, HIP 108759, TYC 9479-780-1, Gaia EDR3- 6355644024247214720"
HD 30752,Camelopardalis,"HR 1546, HIP 22720, TYC 3733-836-1, Gaia EDR3- 260984065698777472"
HD 186154,Octans,"HR 7494, HIP 98086, TYC 9471-446-1, Gaia EDR3- 6359830517850007296"
HD 207932,Pegasus,"HO Peg, HR 8350, HIP 107956, TYC 1691-1787-1, Gaia EDR3- 1793035016563051392"
HD 93427,Ursa Major,"HR 4215, HIP 52877, TYC 4151-1452-1, Gaia EDR3- 1058588633919989248"
HD 212071,Lacerta,"HR 8519, HIP 110316, TYC 3619-4083-1, Gaia EDR3- 2000901400660392064"
HD 123151,Centaurus,"HR 5289, HIP 69065, TYC 9009-1818-1, Gaia EDR3- 5853903814472003968"
HD 177483,Draco,"HR 7229, HIP 93466, TYC 3553-1598-1, Gaia EDR3- 2134442516679430528"
HD 37055,Orion,"HR 1900, NSV 2350, HIP 26263, TYC 4770-1716-1, Gaia EDR3- 3215970150016618880"
HD 122815,Virgo,"HR 5276, HIP 68739, TYC 4981-205-1, Gaia EDR3- 3643892348901748992"
HD 92589,Antlia,"HR 4183, HIP 52273, TYC 7198-1268-1, Gaia EDR3- 5443913069640960384"
HD 179201,Sagittarius,"HR 7276, HIP 94372, TYC 6308-2022-1, Gaia EDR3- 4081270824536933888"
HD 203454,Cygnus,"HR 8170, HIP 105406, TYC 3186-1633-1"
HD 22402,Perseus,"HR 1097, HIP 16938, TYC 2870-2713-1, Gaia EDR3- 237515475339561984"
HD 95233,Ursa Major,"HR 4283, HIP 53798, TYC 3450-860-1, Gaia EDR3- 836222371526960896"
HD 40873,Auriga,"35-Cam, HR 2123, NSV 2804, HIP 28765, TYC 3386-977-1"
HD 195843,Microscopium,"HR 7856, HIP 101552, TYC 7456-425-1, Gaia EDR3- 6796642298310603776"
HD 35656,Orion,"HR 1807, HIP 25453, TYC 113-534-1, Gaia EDR3- 3238066592819780608"
HD 192472,Sagittarius,"HR 7728, NSV 12949, HIP 99920, TYC 7454-705-1, Gaia EDR3- 6694503955921318784"
HD 144390,Ophiuchus,"HR 5990, HIP 78870, TYC 5044-214-1, Gaia EDR3- 4350236038971718016"
HD 161390,Scorpius,"HR 6613, HIP 87042, TYC 7885-1985-1"
HD 198802,Aquarius,"HR 7994, HIP 103077, TYC 5765-2131-1, Gaia EDR3- 6889877723248418816"
HD 97138,Ursa Major,"HR 4340, NSV 5119, HIP 54721, TYC 4392-630-1, Gaia EDR3- 1061746156437117056"
HD 202773,Microscopium,"HR 8142, HIP 105228, TYC 6949-556-1, Gaia EDR3- 6789537357249179008"
HD 57263,Auriga,"HR 2792, HIP 35725, TYC 2957-2225-1, Gaia EDR3- 899991572036092544"
HD 221308,Aquarius,"HR 8928, HIP 116060, TYC 5257-1226-1, Gaia EDR3- 2440375511072529280"
HD 3440,Cepheus,"HR 158, NSV 235, HIP 3132, TYC 4504-1919-1, Gaia EDR3- 567024713450961280"
HD 52708,Lynx,"HR 2642, HIP 34250, TYC 3779-927-1, Gaia EDR3- 1002721657838701824"
HD 87438,Carina,"HR 3967, NSV 4720, HIP 49223, TYC 8947-1013-1, Gaia EDR3- 5255870712734219648"
HD 164871,Pavo,"HR 6740, HIP 88815, TYC 9063-2745-1"
HD 60951,Puppis,"HR 2923, HIP 36986, TYC 5992-4522-1"
HD 198820,Cygnus,"HR 7996, HIP 102993, TYC 2692-1723-1, Gaia EDR3- 1865956689304793728"
HD 6976,Cetus,"32-Cet, HR 346, HIP 5485, TYC 5273-2654-1, Gaia EDR3- 2474870077054304384"
HD 175938,Draco,"HR 7160, HIP 92040, TYC 4591-1734-1"
HD 171990,Octans,"HR 6994, HIP 92233, TYC 9462-835-1, Gaia EDR3- 6365296911707684352"
HD 44267,Carina,"HR 2278, HIP 29913, TYC 8534-89-1, Gaia EDR3- 5500948933958914816"
HD 4295,Cassiopeia,"HR 200, HIP 3641, TYC 4295-489-1, Gaia EDR3- 529930798906599040"
HD 202606,Aquarius,"HR 8134, HIP 105079, TYC 5784-1499-1, Gaia EDR3- 6890881680443009536"
HD 111226,Hydra,"HR 4857, HIP 62448, TYC 6688-327-1, Gaia EDR3- 3498480561739049472"
HD 202582,Cepheus,"HR 8133, HIP 104788, TYC 4256-1036-1"
HD 215143,Aquarius,"67-Aqr, HR 8647, HIP 112179, TYC 5240-1569-1, Gaia EDR3- 2611367745493169152"
HD 88907,Carina,"HR 4022, HIP 50067, TYC 8943-2570-1, Gaia EDR3- 5253327267472570880"
HD 33667,Lepus,"HR 1694, HIP 24114, TYC 6478-121-1, Gaia EDR3- 2956428750950841856"
HD 186776,Cygnus,"V973 Cyg, HR 7523, HIP 97151, TYC 3140-2272-1, Gaia EDR3- 2076422009650303232"
HD 222682,Cassiopeia,"HR 8990, HIP 116962, TYC 4280-492-1"
HD 21011,Horologium,"HR 1021, HIP 15655, TYC 8062-840-1, Gaia EDR3- 4749874740046760960"
HD 22522,Taurus,"HR 1102, HIP 16924, TYC 1235-1021-1, Gaia EDR3- 42374048560382080"
HD 122106,Virgo,"HR 5258, HIP 68380, TYC 4971-833-1"
HD 208527,Pegasus,"HR 8372, HIP 108296, TYC 1691-1788-1, Gaia EDR3- 1781063087283857664"
HD 197572,Cygnus,"X Cyg, X-Cyg, HR 7932, HIP 102276, TYC 2695-4136-1, Gaia EDR3- 1870258975238302208"
HD 220074,Cassiopeia,"HR 8881, HIP 115218, TYC 4283-211-1, Gaia EDR3- 2014988549785194752"
HD 165029,Hercules,"HR 6744, HIP 88429, TYC 1562-1453-1, Gaia EDR3- 4527633581467120896"
HD 5715,Cassiopeia,"HR 278, HIP 4709, TYC 4300-1201-1, Gaia EDR3- 533481499909580544"
HD 149632,Hercules,"HR 6169, HIP 81231, TYC 1523-148-1, Gaia EDR3- 4466305777801795840"
HD 17017,Aries,"36-Ari, HR 808, HIP 12784, TYC 1226-2017-1, Gaia EDR3- 82116961496755840"
HD 145964,Scorpius,"HR 6051, HIP 79599, TYC 6213-1943-1, Gaia EDR3- 6243044378479191808"
HD 100030,Ursa Major,"HR 4435, HIP 56170, TYC 3451-1449-1"
HD 219291,Pegasus,"HR 8838, HIP 114725, TYC 2248-182-1, Gaia EDR3- 2846265760385009920"
HD 157864,Ophiuchus,"HR 6490, HIP 85391, TYC 6830-20-1, Gaia EDR3- 4109768482338921728"
HD 72993,Vela,"HR 3399, NSV 4143, HIP 42070, TYC 7662-1530-1, Gaia EDR3- 5530147049359673984"
HD 101259,Crater,"HR 4489, HIP 56830, TYC 6656-1010-1, Gaia EDR3- 3491774880840574464"
HD 44092,Auriga,"HR 2272, HIP 30200, TYC 1890-579-1"
HD 62318,Puppis,"HR 2984, HIP 37461, TYC 7657-2319-1, Gaia EDR3- 5531990827274516480"
HD 158156,Scorpius,"HR 6503, HIP 85589, TYC 7883-469-1, Gaia EDR3- 5962029684873161088"
HD 159926,Hercules,"HR 6564, HIP 86130, TYC 2088-2273-1, Gaia EDR3- 4595464270548165504"
HD 2904,Cassiopeia,"HR 129, HIP 2628, TYC 4299-769-1, Gaia EDR3- 536293290440501504"
HD 47247,Canis Major,"HR 2433, HIP 31593, TYC 6508-771-1, Gaia EDR3- 2926495955636543744"
HD 170973,Serpens Cauda,"MV Ser, HR 6958, HIP 90858, TYC 450-1371-1, Gaia EDR3- 4283267706323906688"
HD 66950,Monoceros,"HR 3172, HIP 39625, TYC 4846-2125-1, Gaia EDR3- 3083186807953377408"
HD 157741,Hercules,"HR 6482, HIP 85187, TYC 1537-1528-1, Gaia EDR3- 4543892025542175360"
HD 61394,Carina,"HR 2941, HIP 36977, TYC 8556-626-1, Gaia EDR3- 5488002356341657088"
HD 52703,Puppis,"HR 2641, HIP 33774, TYC 7093-3024-1, Gaia EDR3- 5603689258964858880"
HD 157358,Hercules,"HR 6466, HIP 84934, TYC 2086-1980-1"
HD 147835,Corona Borealis,"23-Her, HR 6110, HIP 80247, TYC 2580-2437-1, Gaia EDR3- 1325288029779869696"
